ESCOURI,ID,UUID,ORIGINUUID,SKILLTYPE,REUSELEVEL,PREFERREDLABEL,ALTLABELS,DESCRIPTION,DEFINITION,SCOPENOTE
http://data.europa.eu/esco/skill/0a52bed5-fd29-45fb-aba6-e32bccfda1c1,key_19961,,,skill/competence,sector-specific,plan migration to cloud,"plan refactoring
cloud migration planning","Select existing workloads and processes for potential migration to the cloud and choose migration tools. Determine a new cloud architecture for an existing solution, plan a strategy for migrating existing workloads to the cloud.",,
http://data.europa.eu/esco/skill/0a53f6b2-9205-4505-93fb-480e163cdc2f,key_19962,,,skill/competence,sector-specific,calculate insurance rate,"calculate insurance rates
calculate insurance rate
determine insurance rate
calculate insurance premium","Gather information on the client's situation and calculate their premium on the basis of various factors such as their age, the place where they live and the value of their house, property and other relevant assets.",,
http://data.europa.eu/esco/skill/0a579424-5cb5-4dc6-89ec-d15f34d15ce6,key_19963,,,skill/competence,occupation-specific,encourage staff in cleaning activities,"encouraging staff in cleaning activities
encourage staff during cleaning activities
motivate employees to undertake cleaning duties
encourage staff in cleaning activities
incentivize staff to carry out cleaning jobs",Motivate employees in cleaning activities in a hospitality establishment by providing them with a convincing reason for action.,,
http://data.europa.eu/esco/skill/0a71a150-17fd-448e-a5b8-19fbea76d569,key_19964,,,skill/competence,sector-specific,develop urban transport studies,"study transport requirements in relations to demographic and spatial characteristics of urban areas
develop urban transportation studies
study urban transport requirements
design urban transport studies
develop urban transport studies
develop studies in urban transportation
study urban transport requirements to develop new transport strategies
study transport requirements in relation to urban demographic and spatial characteristics
develop studies in urban transport
design studies in urban transport
study transportation requirements of cities
design urban transportation studies",Study the demographic and spatial characteristics of a city in order to develop new mobility plans and strategies.,,
http://data.europa.eu/esco/skill/0a74ff59-62a8-4942-9063-10fea819e19a,key_19965,,,skill/competence,sector-specific,monitor security procedures in warehouse operations,"monitor security procedures in a warehouse operation
monitoring security procedures in warehouse operations
monitor the security procedures in warehouse operations
view security procedures in warehouse operations
watch security procedures in warehouse operations
monitor security procedures in warehouse operations
oversee security procedures in warehouse operations
supervise security procedures in warehouse operations",Supervise and enforce procedures for security purposes in warehouse operations.,,
http://data.europa.eu/esco/skill/0a776a56-6ec1-4790-84b3-46d0be706806,key_19966,,,skill/competence,sector-specific,use radar navigation,"utilise radar navigation equipment
navigate using radar navigation
use radar navigation equipment
ensure vessel safety through radar navigation
operate radar navigation equipment
navigate using radar navigation equipment
employ radar navigation
utilise radar navigation
use radar navigation",Operate modern radar navigation equipment to ensure safe vessel operations.,,
http://data.europa.eu/esco/skill/0a856d55-23b5-4bdc-ad24-3eb5bc83d81f,key_19967,,,skill/competence,sector-specific,implement route planning in smart mobility services,"calculate journeys
use route planning software
recommend journeys","Use specialised search engines such as route planners or journey planners to suggest optimised travel itineraries based of different criteria such as means of transport, departure and arrival time, location, duration of the journey.",,
http://data.europa.eu/esco/skill/0a85e1c5-393b-4348-97c4-7b5bef419e7d,key_19968,,,skill/competence,sector-specific,replace faucets,"fit taps
replace faucets
fitting taps
replacing taps
replacement of taps
tap replacement
remove taps
tap fitting
replacing water taps
water tap replacement
removal of taps
fitment of taps
tap removal
replacement of water taps
removing taps","Remove taps using the appropriate tool, such as a tap wrench, a monkey wrench or a ratcheting wrench. Perform the same operations to replace the tap with a repaired or new one.",,
http://data.europa.eu/esco/skill/0a8941cf-969c-4136-901c-cee1dae65320,key_19969,,,skill/competence,occupation-specific,test nitroglycerin mixture,"nitroglycerin mixture testing
test nitroglycerin mixture
nitroglycerin mixture checking
checking nitroglycerin mixture
testing nitroglycerin mixture
check nitroglycerin mixture","Test the washed mixture in order to determine if it became neutral. In case the chemical indicator (such as the litmus) shows the mixture not to be neutral, the washing process needs to restart.",,
http://data.europa.eu/esco/skill/0a8fb161-bf67-4dc0-9f65-266d0f717767,key_19970,,,skill/competence,occupation-specific,prepare dental instruments for sterilization,"prepare dental instruments for sterilization
prepare dental instrument for sterilization
prepare dental instruments for sterilisation
transport, clean and sterilise dental instruments
prepare dental instrument for sterilisation
transport, clean and sterilise dental equipment","Correctly transport, clean and sterilise dental instruments, packing the instruments appropriately for sterilisation and storing them properly after the procedure.",,
http://data.europa.eu/esco/skill/0a917ad8-5cbd-442b-9b84-e9f6e4c13f17,key_19971,,,knowledge,cross-sector,foreign affairs policy development,"foreign affairs policy operation
overseas  affairs policy organisation
overseas  affairs policy operation
foreign affairs policy development
foreign affairs policy evaluation
overseas affairs policy evaluation
foreign affairs policy organisation","The development processes of foreign affairs policies, such as relevant research methods, relevant legislation, and foreign affairs operations.",,
http://data.europa.eu/esco/skill/0a9244d7-00a9-46d6-8ea9-77a63567522b,key_19972,,,skill/competence,sector-specific,send summons,"deliver summons
relay summons
post summons
relay writ
dispatch summons
send summons
dispatch writ
post writ
deliver writ","Send summons for court hearings or other legal proceedings such as negotiations and investigative procedures, to the parties involved, ensuring that they receive the summons and are fully informed of the procedures, and to ensure an affirmative response.",,
http://data.europa.eu/esco/skill/0a9acb6b-1139-4be9-b431-3a80a959f2f4,key_19973,,,knowledge,sector-specific,Agile project management,Agile project management,"The agile project management approach is a methodology for planning, managing and overseeing of ICT resources in order to meet specific goals and using project management ICT tools.",,
http://data.europa.eu/esco/skill/0aa02c52-077d-45f8-8c2d-7132c11ac16e,key_19974,,,skill/competence,cross-sector,carry out strategic research,"carrying out strategic research
carry out a research strategy
conduct strategic research
carry out strategic research
complete strategic research
undertake strategic research
oversee strategic research",Research long term possibilities for improvements and plan steps to achieve them.,,
http://data.europa.eu/esco/skill/0aa1631e-a5c5-4d27-8408-eef2a1294b81,key_19975,,,skill/competence,occupation-specific,select music for training,"choose music for training
select music to train
select music for training
select music to practise
select training music","Select suitable music for exercise to help performers achieve an artistic goal, in dance, singing, or other musical pursuits.",,Excludes selection of music for performance.
http://data.europa.eu/esco/skill/0aa38c07-644b-4f81-8014-924ea3cc8dc5,key_19976,,,knowledge,cross-sector,pharmaceutical legislation,"pharmaceutical norms
pharmaceutical regulations
pharmaceutical legislation
pharmaceutical laws","European and national legal framework for the development, distribution, and use of medicinal products for humans.",,
http://data.europa.eu/esco/skill/0aa44b22-2da9-4704-aea0-b6289bee0462,key_19977,,,skill/competence,sector-specific,monitor fish mortality rates,"fish mortality rate checking
monitoring fish mortality rates
check fish mortality rates
fish mortality rates monitoring
fish mortality rates checking
fish mortality rate monitoring
checking fish mortality rates
monitor fish mortality rates",Monitor fish mortalities and assess possible causes.,,
http://data.europa.eu/esco/skill/0aabb61b-5382-490a-bf44-375858f9cd3e,key_19978,,,knowledge,sector-specific,types of tidal stream generators,"TEC
types of tidal energy converter
types of tidal turbines","Different types of generators such as crossflow turbines, flow augmented turbines, venturi effect devices, or tidal kite turbines. They are used to draw energy from water currents, either in rivers, or estuaries profiting the tidal range, as well as in the offshore underwater currents. ",,
http://data.europa.eu/esco/skill/0aabcae7-71de-456e-8e38-d9e40a4e0272,key_19979,,,knowledge,sector-specific,modern power signalling systems,"signalling systems used in modern railway infrastructure
railroad power signalling systems
railway power signalling systems
power signalling systems used in rail infrastructure
modern power signaling  systems
power signalling systems used in rail operations
modern power signalling systems used in rail operations
modern rail power signalling systems
modern railway power signalling systems
modern signalling systems used in railway infrastructure
power signalling systems used in modern railway infrastructure
rail power signalling systems",Understand traditional and modern signalling systems; operate railway signalling systems.,,
http://data.europa.eu/esco/skill/0ab03c6c-281b-48f4-83e0-10eeb27a1bae,key_19980,,,knowledge,sector-specific,network management system tools,network management system tools,"The software or hardware tools which enable monitoring, analysis and supervision of individual network components or network parts within a larger network system.",,
http://data.europa.eu/esco/skill/0ab07923-f350-4a3c-bbea-3017d756c409,key_19981,,,skill/competence,cross-sector,communicate regulations,"communicate regulation
share regulations
communicate regulations
pass along regulations
draw attention to regulations
raise awareness of regulations
communicating regulations",Keep relevant persons and department up-to-date with new or revised regulations in order that product requirements and specifications are met at all times.,,
http://data.europa.eu/esco/skill/0ab24557-4912-45e5-981e-c350804440e0,key_19982,,,skill/competence,sector-specific,operate mosaic tools,"operate mosaic tools
operating mosaic tools
operating mosaic cutting tool
use mosaic tools
using mosaic tools
operate mosaic cutting tool
using mosaic cutting tool
use mosaic cutting tool",Use the appropriate tools to cut and chip mosaic for fitting into the workpiece.,,
http://data.europa.eu/esco/skill/0ab9d433-10e5-4683-ae54-4687179a5259,key_19983,,,knowledge,cross-sector,literature,"nonfiction
prose
literature
fiction","The body of artistic writing characterized by beauty of expression, form, and universality of intellectual and emotional appeal.",,
http://data.europa.eu/esco/skill/0ad58425-0691-4da4-b89b-eaa15c09c142,key_19984,,,skill/competence,occupation-specific,perform liquid penetrant tests,"carry out liquid penetrant tests
conduct liquid penetrant tests
engage in liquid penetrant tests
liquid penetrant testing
liquid penetrant tests
performing liquid penetrant testing
perform liquid penetrant tests",Detect surface cracks by covering the surface of objects with fluorescent dyes and applying developer.,,
http://data.europa.eu/esco/skill/0ad6d5e8-593f-4191-843c-439b23a468ca,key_19985,,,skill/competence,sector-specific,conduct energy audit,"conducting audit of energy
conducting energy audit
analyse energy consumption
conduct audit of energy
conduct energy audit
energy audit conducting
energy consumption analysing
analysing energy consumption",Analyse and evaluate the energy consumption in a systematic manner in order to improve the energy performance.,,
http://data.europa.eu/esco/skill/0ad82f5a-084b-40d2-afda-dbde03811a24,key_19986,,,skill/competence,sector-specific,apply fish harvest methods,"use fish harvest methods
fish harvest methods applying
using fish harvest methods
fish harvest methods using
applying fish harvest methods
apply fish harvest methods",Apply fish harvest methods effectively and in a manner which minimises the stress caused to fish. Slaughter the fish in a humane manner.,,
http://data.europa.eu/esco/skill/0ae3af47-dc33-4cb0-a2a3-01c6a5bcd968,key_19987,,,skill/competence,sector-specific,maintain plants' growth,"nurturing plant
maintain growth of plant
maintaining growth of plant
nurture plant
plants nurturing
plants' growth maintaining
maintain plants' growth
nurture plants
plant nurturing
maintaining plants' growth
nurturing plants","Support growth, appearance and intended purpose of the plants.",,
http://data.europa.eu/esco/skill/0ae55852-562d-4fc9-be5e-d99f54e91b24,key_19988,,,skill/competence,sector-specific,prepare sales checks,"provide sales checks
prepare a sales check
arrange sales checks
prepare sales checks
preparing sales checks
preparing a sales check
develop sales checks
supply sales checks
plan sales checks",Provide customers with official documents that prove their purchase and payment.,,
http://data.europa.eu/esco/skill/0ae61df3-c50a-459d-a912-b5423bfb1a5a,key_19989,,,skill/competence,occupation-specific,calibrate engines,"fine-tune engines
adjust engines
calibrate engines
calibrate engine
balance engines
regulate engines
overhaul engines",Use calibration tools to adjust and tune engines to ensure optimal performance and durability.,,
http://data.europa.eu/esco/skill/0aebeb1a-acca-4d06-9852-4c937b46d6a6,key_19990,,,skill/competence,sector-specific,match venues with performers,"match venues with performers
match performers and venues
combine performers with venues
match performers with venues
ensure a venue is suitable for performers",Ensure the venue is appropriate for the needs of the performing artist.,,
http://data.europa.eu/esco/skill/0af062de-eb43-41e9-9b96-249e2cd22d26,key_19991,,,skill/competence,sector-specific,use markup languages,"use XHTML
use mark-up languages
use HTML
use markup languages","Utilise computer languages that are syntactically distinguishable from the text, to add annotations to a document, specify layout and process types of documents such as HTML.",,
http://data.europa.eu/esco/skill/0af355f7-634c-4f1b-b499-90400000d777,key_19992,,,skill/competence,cross-sector,analyse recorded sources,"researching the past in recorded source
research the past in recorded sources
research on the past in recorded sources
evaluate the past in recorded sources
study the past in recorded sources
research on the past in recorded source
analyse the past in recorded sources
researching the past in recorded sources
examine the past in recorded sources
research history in recorded sources","Analyse recorded sources such as government records, newspapers, biographies, and letters in order to uncover and interpret the past.",,
http://data.europa.eu/esco/skill/0af529ff-a95d-419b-ab2a-335f6894a966,key_19993,,,skill/competence,cross-sector,maintain logistics databases,"maintain databases of logistics information
carry out logics database maintenance activities
maintain logistical databases
maintain logistics databases
ensure logistics databases remain up to date
maintain databases of logistical information
perform logistics database maintenance activities
update logistical databases
keep logistics databases
update logistics databases
keep logistical databases
ensure logistical databases remain up to date",Maintain databases accessible to users in the logistics and storage sub-sector.,,
http://data.europa.eu/esco/skill/0af93aed-bb3e-4ce7-ad77-a41139c7e7c5,key_19994,,,knowledge,occupation-specific,canvassing methods,"electioneering approaches
canvassing mechanisms
canvassing methods
canvassing approaches
canvassing arrangements
electioneering mechanisms
canvassing plans
electioneering plans
electioneering arrangements","The different methods used in liaising with a target group or individuals to gather support for a cause, such as field canvassing (going door to door), candidate canvassing (going door to door or speaking with the public with a representative of the cause present), phone canvassing, engaging passers-by on the street, and other canvassing methods.",,
http://data.europa.eu/esco/skill/0afb2715-a6ee-4ad9-ac8a-fb904dd99b61,key_19995,,,skill/competence,cross-sector,participate in governmental tenders,"engage in government tenders
participate in a governmental tender
take part in government tenders
participating in governmental tenders
participation in governmental tenders
bid for government tenders
participate in governmental tenders
partake in government tenders","Filling out documentation, guarantees for participation in govenmental tenders.",,
http://data.europa.eu/esco/skill/0b0335f3-0aa1-491e-895e-81fc8774a300,key_19996,,,skill/competence,sector-specific,develop automated migration methods,develop automated migration methods,"Create automated transfer of ICT information between storage types, formats and systems to save human resources from performing the task manually.",,
http://data.europa.eu/esco/skill/0b034df5-6d36-4a4c-932e-d348850d5cb6,key_19997,,,skill/competence,cross-sector,install lift governor,"fitting lift governor
installing lift governor
lift governor fitting
lift governor installation
install lift governor
calibrating of lift governor
calibrate lift governor
lift governor calibration
calibrating lift governor
installation of  lift governor
fitting of lift governor
fit lift governor","Install the lift governor, which controls the movement speed and braking mechanisms of the lift, in the machine room at the top of the shaft. Calibrate the governor and link it up with the motor, control mechanism, and a source of electricity.",,
http://data.europa.eu/esco/skill/0b04874c-7fa7-4646-9549-495bc8889910,key_19998,,,skill/competence,sector-specific,provide on-board safety training,"deliver on-board safety training programmes
provide on-board safety training
train staff in on-board safety
implement on-board safety training
develop on-board safety training courses
supply training to personnel in on-board safety
deliver on-board safety training
provide on-board safety training programmes
impart on-board safety training
conduct on-board safety training activities
implement on-board safety training programmes
perform on-board safety training activities",Develop and implement on-board safety training programmes.,,
http://data.europa.eu/esco/skill/0b05cfa0-5f2a-4c74-850f-094d32fd1c1b,key_19999,,,skill/competence,cross-sector,load equipment,"cram equipment
load equipment
loading equipment
fill equipment
pack equipment
equipment loading
stack equipment",Handle safe loading of equipment in given restrictive conditions.,,
http://data.europa.eu/esco/skill/0b071b01-4b40-4936-9d6d-d8c5609481b4,key_20000,,,skill/competence,occupation-specific,identify support mechanisms to develop your professional practice,"identify support mechanisms to develop your pro practice
find support mechanisms to develop your professional practice
identify support mechanisms to develop your professional practice
locate support mechanisms to develop your professional practice
identify support mechanism to develop your professional practice
identifying support mechanisms to develop your professional practice",Identify sources of support to develop your professional practice. Stay aware of current trends in funding that could support you to finance your professional development.,,
http://data.europa.eu/esco/skill/0b0c4b57-9034-490f-9071-5f761ec93d38,key_20001,,,knowledge,sector-specific,Christianity,"christian beliefs
religion of christianity
Christianity
christian religion","The traditions, ceremonies, history and denominations of the Christian religion.",,
http://data.europa.eu/esco/skill/0b144726-21c2-46ed-8d13-c03d27f61604,key_20002,,,skill/competence,cross-sector,perform multiple tasks at the same time,"perform multitasking activities
perform multiple tasks at the same time
carry out multitasking
perform multi tasks at the same time","Execute multiple tasks at the same time, being aware of key priorities.",,
http://data.europa.eu/esco/skill/0b16ebec-1fd8-41c8-a1b9-bbe91a1cc1b8,key_20003,,,skill/competence,sector-specific,design package,"develop package
produce package
design a package
design package
model package
designing a package
design packages
arrange package",Develop and design the form and structure of a product's package.,,
http://data.europa.eu/esco/skill/0b198656-2440-4ab6-91c1-05f2ba6e12fe,key_20004,,,skill/competence,sector-specific,conduct quality assurance inspections on fuel operations,"perform inspection activities to assure the quality of fuel operations
inspect fuel operations to assure quality
conduct QA inspections on fuel operations
perform QA inspections on fuel operations
ensure the quality of fuel operations through inspection
undertake quality assurance inspections on fuel operations
undertake QA inspections on fuel operations
conduct quality assurance inspections on fuel operations
ensure safety through fuel operations inspections
perform quality assurance inspections on fuel operations","Obtain and visually inspect fuel samples, examine fuel tank water, temperature, and fuel levels to ensure the highest quality in operations.",,
http://data.europa.eu/esco/skill/0b2701ed-e85a-4d02-a68b-ef5c695f785a,key_20005,,,skill/competence,sector-specific,use firearms,"utilize firearms
using firearms
work with firearms
use firearms
use firearm","Shoot one or several types of firearm being aware of safe handling techniques, aim of the firearm and the fire.",,
http://data.europa.eu/esco/skill/0b281f3a-7faa-456e-a837-b08544d013d6,key_20006,,,skill/competence,sector-specific,ferment stacks of tobacco leaves,"perform stacking fermentation of tobacco leaves
execute stacking fermentation of tobacco leaves
perform stacking fermentation of the tobacco leaves
undertake stacking fermentation of tobacco leaves
implement stacking fermentation of tobacco leaves
perform the stacking fermentation of tobacco leaves
complete  stacking fermentation of tobacco leaves","Wrap large stacks of tobacco in burlap and allow them to ""sweat"". The internal temperature is closely monitored. When it reaches 60 degrees Celsius, the stack is broken down to release tar, ammonia, and nicotine. Repeat the process until the stack no longer reaches 45 degrees Celsius. Strip the stems and stack them in a cooler place to age.",,
http://data.europa.eu/esco/skill/0b286e3f-2fb4-4dbb-afd3-3e421f0c6366,key_20007,,,skill/competence,sector-specific,record lessons learnt from your sessions,"record lessons learnt from your sessions
record lessons learned from your sessions
make recordings of lessons learnt from your sessions
record lesson learnt from your session
archive record lessons learnt from your sessions
recording lessons learnt from your sessions",Recognise and record any lessons learnt from your sessions both for individuals in your group and yourself.,,
http://data.europa.eu/esco/skill/0b2de99d-e762-4b15-ac4c-0e0063329b23,key_20008,,,knowledge,sector-specific,locomotive brake applications,"train deceleration systems
locomotive braking applications
train brake applications
braking systems in locomotives
locomotive deceleration dynamics
locomotive brake dynamics
locomotive brake applications
train brake dynamics
train deceleration dynamics
train braking dynamics
dynamics of locomotive brakes
braking systems in trains
locomotive deceleration systems",Understand the dynamics of locomotive brake applications.,,
http://data.europa.eu/esco/skill/0b34dd9f-bcb2-4bd0-9aaa-e88421cdf288,key_20009,,,skill/competence,occupation-specific,apply health and safety when picking,"applying health and safety precautions when picking
apply health and safety when picking
implement health and safety precautions when picking
apply health and safety precautions when picking
implementing health and safety when picking
implementing health and safety precautions when picking
health and safety implementing when picking
implement health and safety when picking
applying health and safety when picking
health and safety applying when picking","Take the necessary health and safety precautions when picking: posture your body well, safely operate tools and machinery, and wear the right clothes and protection for the climate.",,
http://data.europa.eu/esco/skill/0b370a54-aba5-438d-9b3f-5c739aa57496,key_20010,,,skill/competence,occupation-specific,fit low vision aids,,Assure the proper specialised visual appliance is fitted for the partially sighted person.,,
http://data.europa.eu/esco/skill/0b3ae8c1-771e-4483-b3da-fd420fe6545b,key_20011,,,skill/competence,occupation-specific,strive to conserve the composition of water,"strive to conserve water composition
strive to conserve the composition of water
strive to maintain the composition of water
strive to preserve the composition of water
strive to protect the composition of water
strive to safeguard the composition of water",Strive not to unnecessarily alter the composition of the water when removing undesirable constituents.,,
http://data.europa.eu/esco/skill/0b3ee7c8-dc29-48de-a54b-2c91560161a4,key_20012,,,skill/competence,sector-specific,check shipments,"carry out consignment inspection activities
carry out inspections on inbound and outbound shipments
check consignments
check inbound and outbound consignments
carry out inspections on shipments
perform checks on inbound and outbound shipments
perform checks to ensure shipments are undamaged
examine shipments
examine inbound and outbound shipments
inspect inbound and outbound shipments
carry out shipment inspection activities
check inbound and outbound shipments
carry out consignment checks
perform checks on shipments
check shipments
inspect shipments",Staff members must be vigilant and well-organised to ensure that inbound and outbound shipments are accurate and undamaged.This description does not really describe the competence (or task) suggested by the PT.,,
http://data.europa.eu/esco/skill/0b3fa8bb-f7af-464b-9be7-faf9fa75264f,key_20013,,,skill/competence,sector-specific,monitor aquaculture stock health standards,"standard aquaculture stock health operations undertaking
carrying out standard aquaculture stock health operations
undertaking standard aquaculture stock health operations
undertake standard aquaculture stock health operations
carry out standard aquaculture stock health operations
standard aquaculture stock health operations carrying out",Perform activities that ensure monitoring and implementation of aquaculture health standards and health analysis of the fish population.,,
http://data.europa.eu/esco/skill/0b41f1ca-73b1-470e-a425-ba3e9c1b6e0b,key_20014,,,skill/competence,sector-specific,maintain safety systems,"safety system servicing
maintain safety systems
safety systems maintaining
safety systems servicing
service safety systems
servicing safety systems
safety system maintaining
maintaining safety systems",Perform activities for the maintenance of  fire fighting and related safety systems.,,
http://data.europa.eu/esco/skill/0b449eb1-d082-4e62-95d7-5cf59bdf2097,key_20015,,,skill/competence,sector-specific,use modern electronic navigational aids,"use modern electronic navigation equipment
operate modern electronic navigation equipment
utilise modern electronic navigation equipment
operate modern electronic navigational aids
operate modern electronic navigational equipment
use GPS and radar navigation systems
use modern electronic navigational aids
navigate using modern electronic equipment
utilise modern electronic navigation aids
perform navigation using modern electronic equipment
undertake navigation using modern electronic aids
use radar and GPS navigation systems",Use modern navigational aids such as GPS and radar systems.,,
http://data.europa.eu/esco/skill/0b472dad-1a3f-456e-99ba-de5ffe8665c2,key_20016,,,knowledge,sector-specific,non-ferrous metal processing,"processing of non-ferrous metals
alloy processing
processing non-ferrous metal
processing non-ferrous metals
zinc processing
non-ferrous metals processing
processing of non-ferrous metal
non-ferrous metal processing
copper processing
aluminium processing","Various processing methods on non-ferrous metals and alloys such as copper, zinc and aluminium.",,Excludes precious metals.
http://data.europa.eu/esco/skill/0b49fc97-c132-4c4f-aaff-f29f83d81fcd,key_20017,,,skill/competence,occupation-specific,clean aquaculture stock units,"cleansing aquaculture stock units
clean aquaculture stock units
cleansing stock units in aquaculture
stock units cleaning in aquaculture
stock units cleansing in aquaculture
cleaning aquaculture stock units
cleaning stock units in aquaculture
cleanse aquaculture stock units
aquaculture stock units cleansing
aquaculture stock units cleaning","Clean and disinfect equipment and treatment systems, as well as holding units such as tanks.",,
http://data.europa.eu/esco/skill/0b4c6885-eecd-48b5-b9da-c5c20a5f9550,key_20018,,,skill/competence,sector-specific,monitor utility equipment,"checking utility equipment
utility equipment checking
monitor utility equipment
monitoring utility equipment
utility equipment monitoring","Monitor equipment which provides utility services such as power, heat, refrigeration, and steam, in order to ensure they are functional, operate according to regulations, and to check for faults.",,
http://data.europa.eu/esco/skill/0b4d52be-fb79-4a6c-8177-799f1214aae5,key_20019,,,knowledge,sector-specific,appropriate packaging of dangerous goods,"appropriate packaging of dangerous goods
appropriate packing of dangerous goods
packaging of dangerous goods to legal regulations
correct packing of dangerous goods
correct packaging of dangerous goods
packaging of dangerous goods to legal standards
proper packaging of dangerous goods
suitable packaging of dangerous goods
packaging of dangerous goods to regulatory standards
dangerous goods packaged to regulatory standards","Know that packaging for different types of dangerous goods (other than for limited and excepted quantities) must be designed and constructed to UN specification standards and pass practical transport related tests, such as being dropped, stored in a stack, and being subjected to pressure. It must also meet the needs of the materials it is to contain. Packaging must be certified by a competent authority.",,
http://data.europa.eu/esco/skill/0b4ef542-67ef-4b4a-aeba-2a0c6d4212a5,key_20020,,,skill/competence,sector-specific,brush the equipment,"clean the equipment
equipment brushing
brush the equipment
brushing the equipment
cleaning the equipment
equipment cleaning",Brush the equipment in order to avoid powder accumulation which may become dangerous.,,
http://data.europa.eu/esco/skill/0b4f100c-813d-4eec-8aa5-4227bb98c635,key_20021,,,knowledge,sector-specific,ship related legislative requirements,"coverage of ship related legislative requirements
range of iOM conventions
coverage of IMO conventions
impact of IMO conventions
scope of IMO conventions
scope of ship related legislative requirements
range of ship related legislative requirements
ship related legislative requirements
impact of ship related legislative requirements","Conventions of the International Maritime Organization (IMO) concerning safety of life at sea, security and protection of the marine environment.",,
http://data.europa.eu/esco/skill/0b4f9939-4c27-4743-9158-ea1ceccb46b4,key_20022,,,knowledge,sector-specific,physical parts of the vessel,"material features of the ship
material parts of the ship
physical parts of the ship
vessel material components
physical parts of the vessel
material features of the vessel
physical components of the vessel
ship material components
physical components of the ship
physical aspects of the vessel
material parts of the vessel
physical elements of the vessel
physical features of the vessel",Detailed knowledge of the different physical components of the vessel. Provide maintenance and care to ensure optimal operations.,,
http://data.europa.eu/esco/skill/0b4fa617-f80f-426f-b7b1-e65234493983,key_20023,,,skill/competence,occupation-specific,investigate human rights violations,"investigate human rights violations
examine civil liberties violations
inspect human rights violations
examine human rights violations
analyse human rights violations
analyse civil liberties violations
inspect civil liberties violations",Investigate cases in which a breach of human rights legislation may have occurred in order to identify the problems and determine an appropriate course of action.,,
http://data.europa.eu/esco/skill/0b5aaee4-c948-4853-bf8d-b9cd6c4917ee,key_20024,,,skill/competence,cross-sector,inform policy makers on health-related challenges,"inform policy makers on health-related challenges
inform policy maker on health-related challenges
inform policy makers on health-related problems
provide information on health-related challenges to policy makers
inform policy makers on a health-related challenge",Provide useful information related to health care professions to ensure policy decisions are made in the benefit of communities.,,
http://data.europa.eu/esco/skill/0b6c4174-a862-480d-8d55-44f7cf7ac365,key_20025,,,skill/competence,cross-sector,style hair,"do hair
hairstyling
style hair
design hair style",Style a person's hair using the appropriate techniques and products.,,
http://data.europa.eu/esco/skill/0b6cc8e4-b34d-4631-9061-3ba839ecc640,key_20026,,,skill/competence,occupation-specific,report on grants,"summarise grants
report on grants
report donor and recipient
administer allocations
detail grants
administer grants summarise grants
summarise allocations
detail allocations",Inform the grant giver and grant receiver accurately and in time about new developments.,,
http://data.europa.eu/esco/skill/0b709c64-a57a-4976-86bd-34d2cf34fa4f,key_20027,,,skill/competence,transversal,"apply knowledge of philosophy, ethics and religion","apply philosophical school of thoughts  
evaluate the moral and ethical consequences of actions 
follow ethical values and religious believes
act according to ethical and religious values
assess the consequences and impact of ideas,  opportunities and  actions","Discover and develop an individual perspective about one's roles, meaning and purpose, including what it means to live, to die and to be human. ",,
http://data.europa.eu/esco/skill/0b82924b-6741-4d58-b38d-16731cb14f53,key_20028,,,skill/competence,cross-sector,provide objective assessments of calls,"provide an objective assessment of a call
provide objective assessments of calls
arrange objective assessments of calls
providing objective assessments of calls
administer objective assessments of calls
furnish objective assessments of calls
contribute objective assessments of calls
provide an objective assessment of calls",Ensure objective assessment of calls with customers. See that all company procedures are adhered to.,,
http://data.europa.eu/esco/skill/0b832182-5fc8-49f8-8fb8-8ddc225f5580,key_20029,,,skill/competence,sector-specific,launch lifeboats,"discharge lifeboats
cast off lifeboats
launch life rafts
discharge life rafts
dispatch lifeboats
launch lifeboat equipment
dispatch life rafts
launch life raft equipment
launch lifeboats",Launch and retrieve lifeboats following international maritime regulations.,,
http://data.europa.eu/esco/skill/0b84762c-e400-4a0b-9870-f0221708eac2,key_20030,,,skill/competence,occupation-specific,make radiographic images,"make radiographic images
develop radiographic images
radiographic images
radiographic imaging
radiographic imagery
generate radiographic images
produce radiographic images",Produce radiographic images to detect flaws in objects.,,
http://data.europa.eu/esco/skill/0b8a3319-54be-4b35-8425-c31d1f42f186,key_20031,,,skill/competence,cross-sector,write Sanskrit,write Sanskrit,Compose written texts in Sanskrit.,,
http://data.europa.eu/esco/skill/0b8da079-f587-403f-a6ad-cd18b8150044,key_20032,,,skill/competence,cross-sector,gather technical information,gather technical information,"Apply systematic research methods and communicate with relevant parties in order to find specific information and evaluate research results to assess the information's relevance, relating technical systems and developments.",,
http://data.europa.eu/esco/skill/0b8f2fb9-59b0-43f7-8ad1-6cb952386255,key_20033,,,skill/competence,occupation-specific,conduct safe aircraft marshalling,"follow safety procedures in marshalling of aircraft
perform safe aircraft marshalling
conduct safe aircraft marshalling
perform safe marshalling of aircraft
execute safe marshalling of aircraft
carry out safe aircraft marshalling
conduct safe marshalling of aircraft
carry out safe marshalling of aircraft
marshal aircraft in accordance with safety principles
safely marshal aircraft
comply with safety regulations in marshalling of aircraft
adhere to safety regulations in aircraft marshalling activities
marshal aircraft in accordance with safety procedures","Conduct safe marshalling of aircraft, adhere to apron markings and ensure accurate completion of associated paperwork or database entries.",,
