"ORIGINURI","ID","UUIDHISTORY","OCCUPATIONGROUPCODE","CODE","PREFERREDLABEL","ALTLABELS","DESCRIPTION","DEFINITION","SCOPENOTE","REGULATEDPROFESSIONNOTE","OCCUPATIONTYPE","ISLOCALIZED"
"http://data.europa.eu/esco/occupation/5fe1b340-9b02-4c40-bbc9-ffd4d5fb5699","key_21602","cc4be184-e1cc-4f88-b4fd-d8f506bb5fe9","2422","2422.12.3","cultural policy officer","cultural policy officer
cultural policy worker
culture programmes officer
arts worker
culture programes officer
cultural programs officer
cultural policy director
culture policy officer
culture director
arts administrator
cultural policy coordinator","Cultural policy officers develop and implement policies to improve and promote cultural activities and events. They manage resources and communicate with the public and media in order to facilitate interest in cultural programs and emphasize their importance in a community.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/5ff100c2-00cd-4c64-82ae-8feab6712557","key_21603","598f15ea-453b-4e26-bb69-86f23e9c3851","9510","9510.1","leaflet distributor","door to door leaflet distributor
door to door leaflet distributer
leaflet distributor
flyer distributor
marketing assistant
marketeer
leafler distributer","Leaflet distributors hand out flyers, leaflet and advertisements in order to inform people or sell products and services. They distribute these leaflets either directly to the people on the streets or via mailboxes.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/5ff7a990-a306-40c2-9224-b2bf7f15b2f9","key_21604","766fbe39-b5cc-41e8-a1c8-bce909f753c4","2654","2654.3.1","music producer","dance music producer
producer
sound recording engineer and arranger
vocal producer
rock music producer
recording engineer and arranger
pop music producer
record producer
music publisher
chill-out & lounge music producer
music producer","Music producers are responsible for acquiring music to be published. They listen to demos of songs and determine whether they are good enough to be published. Music producers oversee the production of records. They manage the technical aspects of recording and editing.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/60082a99-d8ef-4e84-9290-78902681b6ed","key_21605","b858d19b-257d-4cfc-807f-33c157ab03a0","2421","2421.1","business analyst","business analyst
standardisation manager
management consultant
organisational developer
business strategy consultant
business development analyst
standardisation expert
business strategy analyst
standardization expert","
Business analysts research and understand the strategic position of businesses and companies in relation to their markets and their stakeholders. They analyse and present their views on how the company, from many perspectives, can improve its strategic position and internal corporate structure. They assess needs for change, communication methods, technology, IT tools, new standards and certifications.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/601db24d-cc02-48f3-9939-8c8b41b34ef7","key_21606","41afdf06-a924-49b8-b7e9-e96940303848","5249","5249.2.1.2","rental service representative in air transport equipment","rental sales worker in air transport equipment
rental sales assistant in air transport equipment
rental service desk agent in air transport equipment
rental service supervisor in air transport equipment
rental service team leader in air transport equipment
rental sales manager in air transport equipment
rental sales desk supervisor in air transport equipment
rental service worker in air transport equipment
rental service representative in air transport equipment
rental specialist in air transport equipment
rental advisor in air transport equipment
rental service manager in air transport equipment
rental service desk clerk in air transport equipment
rental sales team leader in air transport equipment
rental sales supervisor in air transport equipment
rental service assistant in air transport equipment
rental service desk supervisor in air transport equipment
rental sales desk clerk in air transport equipment
rental sales desk agent in air transport equipment","Rental service representatives in air transport equipment are in charge of renting out equipment and determining specific periods of usage. They document transactions, insurances and payments.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/6040c941-ab83-44b2-84e7-5cbfa1eafcdc","key_21607","261914b6-302b-4d18-b791-b7340b12ca7e","3433","3433.1","art handler","art preparator
artifacts conservator
art handlers
museology technician
art handler
museum technician
gallery technician
art conservator
fine arts packer","Art handlers are trained individuals who work directly with objects in museums and art galleries. They work in coordination with exhibition registrars, collection managers, conservator-restorers and curators, among others, to ensure that objects are safely handled and cared for. Often they are responsible for packing and unpacking art, installing and deinstalling art in exhibitions, and moving art around the museum and storage spaces.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/60528794-1a68-4440-a141-2df011be98be","key_21608","5c0ae895-6df3-46ce-b718-680e454f343e","1420","1420.4.2","antique shop manager","collectables shop manager
antique furniture shop manager
antiques and collectibles shop manager
antiquities store manager
antiques dealer
antique furniture store manager
antiques and collectables shop manager
antiques store manager
antiques and collectibles store manager
antiques showroom manager
antiques gallery manager
antiquities shop manager
antiques shop manager
antique shop manager","Antique shop managers assume responsibility for activities and staff in specialised shops.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/605e58d6-ad27-4828-b1f5-16707f327fa0","key_21609","be42e3c3-f5d0-4f94-ae46-bfc7edd9d50b","2310","2310.1.15","education studies lecturer","professor of education studies
education studies lector
education studies instructor
university lecturer in education studies
education studies lecturer
university education studies lecturer
education studies teacher
education studies docent
education studies professor
senior lecturer in education studies
higher education  studies teacher
university education studies teacher
lecturer of education studies
lecturer in education studies","Education studies lecturers are professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, education studies, so they can become teachers themselves. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, grading papers and exams and leading review and feedback sessions for the students.","","Includes people performing academic research in their field of education studies.","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/6066ed14-ace3-4352-b656-2b621fd7bc88","key_21610","2e5295bc-14ab-4ca1-bb1b-a7beb902b4e0","1431","1431.1","cultural facilities manager","cultural facilities program coordinator
cultural facilities executive
cultural facilities director
cultural services manager
cultural facilities manager","Cultural facilities managers direct the operations of facilities that provide cultural services such as theatre, museums and concert halls. They plan and organise the daily operations of the related staff and facilities and ensure the organisation follows the latest developments in its field. They coordinate the different departments of the facility and manage the correct use of resources, policies and budgets.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/608edf30-fe37-4ae5-bdd1-2d3a8fd347bd","key_21611","02b72a0c-b226-45f3-9886-9e25ba2aa556","2152","2152.1.2","flight test engineer","flight test data engineer
flight test engineering adviser
flight test engineer
flight test technician
flight test instrumentation engineer
flight test research engineer
flight test performance engineer
FTE
CFD engineer
test and evaluation engineer
flight test engineering expert
flight test engineering specialist
flight test technology specialist
flight test safety engineer
flight test technology expert
aircraft test engineer
aeroplane test engineer
flight test technologist
flight testing engineer
flight test design engineer
flight test engineering consultant","Flight test engineers work with other systems engineers to plan the tests in detail and to make sure that the recording systems are installed for the required data parameters. They analyse the data collected during test flights and produce reports for individual test phases and for the final flight test. They are also responsible for the safety of the test operations.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/60b9b847-d964-4a8a-a756-904080b0f35f","key_21612","da45da75-b905-40b0-a366-3a435aac857d","7223","7223.21","stamping press operator","stamp press operative
press shop operator
punch machine operative
die-stamping press operative
metal press tender
die-stamping press worker
metal press setter
press shop worker
stamping press worker
stamping press operative
stamping press tender
die-stamping press operator
metal press operative
metal press operator
die-stamping press setter
metal die cutter
metal press worker
punch machine hand
press shop setter
punch operator
press shop operative
die-stamping press tender
stamping press setter
stamp press operator
metal die-cutter
stamping press operator
press shop tender
punch press setter","Stamping press operators set up and tend stamping presses designed to form metal workpieces in their desired shape by applying pressure through the up and down movement of a bolster plate and a die attached to a stamping ram on the metal, resulting in the die producing smaller metal parts of the workpiece fed to the press.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/60bc7374-9fa1-4bbd-b936-2676fca0bfb6","key_21613","18b70b0d-2f51-4d62-bb8a-1f64dd5e1e83","3311","3311.3","financial trader","quantitative trader
financial trading expert
equity trader
natural gas financial trader
financial trading specialist
proprietry options trader
derivatives trader
financial instruments trader
securities trader
financial trader trainee
financial trader","Financial traders buy and sell financial products such as assets, shares and bonds for private clients, banks or companies. They monitor the financial markets closely and aim to maximise profit and to minimise risk through their transactions.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/60d77070-2cf4-4883-b44d-91e8ce54db86","key_21614","4323e0ca-61b5-42a5-afae-7a342b63e371","3123","3123.1.26","water conservation technician supervisor","water recovery systems installation supervisor
water conservation technician supervisor
manager for water conservation systems installation
water conservation systems installation supervisor
supervisor of water conservation systems installation","Water conservation technician supervisors supervise the installation of systems to recover, filter, store and distribute water from different sources such as rainwater and domestic greywater. They assign tasks and take quick decisions.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/60f7eb23-a7ea-4cbe-98a5-1248291f62d5","key_21615","2c33a89c-4e14-4162-b7c2-6af60906be71","2622","2622.2","librarian","library network coordinator
special collections librarian
electronic resources librarian
library associate
literature researcher
thesaurus manager
librarian
library supervisor
school librarian
library assistant
library technical assistant
music librarian
catalogue librarian
bibliothec","Librarians manage libraries and perform related library services. They manage, collect and develop information resources. They make information available, accessible and discoverable to any kind of user.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/61053604-8091-4a8e-9c63-5151051722e3","key_21616","d57e9ec3-e9ad-433b-a528-723ddbe96f7c","2422","2422.6","healthcare consultant","healthcare management adivsor
healthcare advisor
healthcare management consultant
management consultant
retirement healthcare advisor
healthcare consultant","Healthcare consultants advise health care organisations on the development of plans to improve patient care and safety. They analyse health care policies and identify issues, and aid in the development of improvement strategies.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/610bee9f-d7f0-4b18-918e-f2a4a91f8912","key_21617","d49f27e5-a2e0-4f81-a885-fafb71187910","8112","8112.3","stone driller","pneumatic drill operator
slate driller
sandstone driller
stone drilling machine operative
radial drill operator
marble driller
stone driller
stone drilling worker
granite driller
slate cutter
stone drilling machine operator","Stone drillers operate the drilling machine that bores holes into stone blocks. They manipulate granit, sandstone, marble and slate according to specifications.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/612430b3-dd43-4786-b823-0466c4953f66","key_21618","f3162170-0d63-42f5-b37c-eaedf2dc7740","5230","5230.3","ticket issuing clerk","museum ticket selling agent
ticket selling agent
museumshop selling agent
concert ticket selling agent
ticket issuing clerk
sport ticket selling agent","Ticket issuing clerks provide service to customers, sell tickets and fit the reservation offer to customers' needs. They sell tickets for all events such as sporting, cultural and leisure activities. They provide customers with information on offers and make the necessary arrangements.","","Excludes <a resource=""http://data.europa.eu/esco/occupation/bdf2dd9d-6c92-46f4-a8e7-76c12302d3e7"" typeOf=""http://data.europa.eu/esco/model#Occupation"" href=""http://data.europa.eu/esco/occupation/bdf2dd9d-6c92-46f4-a8e7-76c12302d3e7""><span property=""http://www.w3.org/2000/01/rdf-schema#label"" xml:lang=""en"">travel tickets clerk</span></a>.","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/6140be85-2d45-44b2-b0ba-412aadcead1e","key_21619","cd200ab6-4745-4f5e-9ff2-66e249d202a4","2131","2131.4.8","geneticist","genetics engineer
genetics research scientist
geneticists
genetics scholar
genetics analyst
genetics research analyst
genetics science researcher
geneticist
cell geneticist
genetics scientist
genetic scientist
embryologist
molecular geneticist
molecular biologist
genetics researcher","Geneticists study and focus their research on genetics. They analyse the fashion in which genes interact, operate, and inherit traits and characteristics. Based on their research, they attend patients with inherited diseases and conditions, congenital malformations, and genetic matters at large.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/615920c5-4f63-4eb3-8b60-afaaed3ab1ff","key_21620","3e8141b7-61a8-441e-adb6-db617b7f5c1d","2141","2141.8","maintenance and repair engineer","mechanical engineer
equipment engineer
maintenance engineer
maintenance and repair manager
site superintendent
production engineer
machine engineer
repair engineer
maintenance and repair engineer
maintenance and repair superintendent
manufacturing systems engineer
plant engineer
engineering manager
manufacturing engineer
plant maintenance engineer
plant repair engineer","Maintenance and repair engineers focus on the optimization of equipment, procedures, machineries and infrastructure. They ensure their maximum availability at minimum costs.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/61704d4b-f54b-43e5-a7de-bfd7a76f2f0d","key_21621","3425f00f-fa69-4d4e-aab6-ade1f69b2755","2230","2230.2.2","homeopath","homeopathic practitioner
specialist homeopath
homeopath
practitioner of homeopathy
technician in homeopathy
homeopathic therapist
therapist in homeopathy
homeopathy practitioner
expert homeopath
homeopathy technician","Homeopaths treat clients based on the selection and prescription of homeopathic remedies using the homeopathy principle of “like cures like.” 
 ","","Includes doctors of medicine who perform homeopathy.","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/6175b828-026d-4fb4-8be7-418394e1add0","key_21622","7b75f732-212a-4039-9e9b-d4ad7166bdb3","7322","7322.1","digital printer","digital press operator
digital printer
digital printer specialist
retoucher and printer
digital print machine specialist
graphic designer/digital printer
digital print supervisor
digital printer technician
digital and lithographic printer
digital print machine operator
large format digital printer
digital web printer
print operator
digital print specialist
digital print operator
digital printer and finisher
digital print technician
digital print machine technician
digital printer operator","Digital printers work with machines that print directly to the medium, without an intervening plate. Digital printers usually use laser or inkjet technology to print individual pages without lengthy or labour intensive technical steps intervening between the finished digital product and the print.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/6188bf20-5cdb-4702-af72-2cb67ec39810","key_21623","71af0301-56b7-4407-a28c-c741d858a4cd","7412","7412.12","theme park technician","ride maintenance engineer
aquatic technician
ride technician
engineering supervisor
ride mechanical engineer
theme park technician","Theme park technicians work to maintain and repair amusement park attractions. They need a strong technical knowledge and have specialised knowledge of the rides they are assigned to maintain. Theme park technicians usually keep records of the maintenance and repairs performed as well as uptime and downtime for each serviced attraction. Attention to safety is especially important in the maintenance and repair of amusement park rides.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/618a854a-4ecd-4535-84e6-350e1fe0aa0f","key_21624","7829d57e-89f3-4046-b415-c120532916b6","7313","7313.1","jeweller","earring maker
ring maker
jewellery fabricator
brooch maker
jewelry design consultant
fine metalworker
jewellery design consultant
ring fabricator
jewellery design artist
jewellery metalworker
jewelry metalworker
craft jeweller
jewelsmith
jewel smith
jewelry designer
jewellery maker
filigree jewelery worker
jewelry design artist
jeweler
bench jeweller
earrings fabricator
earrings maker
jeweller","Jewellers fabricate and repair various jewellery articles. They create models from wax or metal and they may undertake the casting process (place wax model in casting ring, create moulds, pour molten metal into mould, or operate centrifugal casting machine to cast articles). Jewellers also cut, saw, file, and solder pieces of jewellery together, using a soldering torch, carving tools and hand tools and polish the article.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/61a61a3b-6fcd-4525-9f5c-0a1415a9a51f","key_21625","cfeac0f1-9271-44c0-8bf1-ac38ab1615c5","1324","1324.3.1.6.29","tobacco products distribution manager","tobacco products logistics planner
tobacco products logistics manager
trainee tobacco products distribution manager
tobacco products supply chain manager
tobacco products supply chain planner
graduate tobacco products distribution manager
senior tobacco products distribution manager
assistant tobacco products distribution manager
tobacco products distribution planner
tobacco products distribution manager","Tobacco products distribution managers plan the distribution of tobacco products to various points of sales.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/61b859ed-24d8-48cf-9c1b-67d7a6c62bb5","key_21626","dc970ded-09cc-4622-a6fc-b1b67372db8b","3331","3331.2.1","import export specialist","senior export specialist
trainee international trade compliance specialist
senior customs compliance specialist
senior international trade compliance specialist
graduate international trade compliance specialist
import export specialist
assistant customs compliance specialist
senior import specialist
trainee customs compliance specialist
assistant import export specialist
trainee import export specialist
senior import export specialist
trainee export specialist
assistant international trade compliance specialist
assistant export specialist
graduate import specialist
graduate export specialist
trainee import specialist
assistant import specialist
graduate import export specialist
graduate customs compliance specialist","Import export specialists have and apply deep knowledge of import and export goods including customs clearance and documentation. They declare goods that cross the border, inform customers about customs and give advice concerning disputes related to customs legislation. They prepare the documents needed and make sure they are delivered to customs. They check and process duty and make sure VAT payments are done as applicable.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/61d9270c-491d-438d-8d41-77ba2e0ef023","key_21627","268d630d-c068-4c4e-96aa-b9d1611fcbb6","7543","7543.10","product quality inspector","product inspector
quality inspector
product quality monitor
QS inspector
quality control inspector
QA inspector
quality assurance inspector
product quality inspector","Product quality inspectors check products in order to assess their compliance in reference to a standard or reference guideline. They observe, measure, test, and form questions in order to fill in forms and present levels of compliance with comments after the inspection process. Product quality inspectors are employed or work externally for companies.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/61e278a3-2c27-4c18-a827-11e2326b33ae","key_21628","38c30161-9be6-480b-8b35-9d5a9465ea75","2659","2659.2.5","street performer","street theater artist
street performing artist
busker
street puppeteer
street singer
street circus artist
street arts performer
street entertainer
street magician
street theatre artist
street musician
street performer","Street performers create street arts performances for outdoor spaces, using space and audience as a creative resource. They create their performance through playful exploration and experimentation with the purpose of entertaining and possibly also of sharing critical opinions concerning societal issues. They stimulate audience participation as a component of their performance whilst respecting the audience's safety and integrity.","","Excludes <a resource=""http://data.europa.eu/esco/occupation/080bce18-066b-4431-90ed-e07608f73fe0"" typeOf=""http://data.europa.eu/esco/model#Occupation"" href=""http://data.europa.eu/esco/occupation/080bce18-066b-4431-90ed-e07608f73fe0""><span property=""http://www.w3.org/2000/01/rdf-schema#label"" xml:lang=""en"">street artists</span></a>. 
 Includes people performing activities solo or in group.","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/61ed67cd-67d7-44d8-bc2d-47fc79110a59","key_21629","99540652-90e9-474f-8a82-152e99ef0cd9","4323","4323.17","taxi controller","taxi controller
minicab controller
private hire controller
taxi dispatcher
private hire dispatcher
minicab dispatcher","Taxi controllers take bookings, dispatch vehicles, and are responsible for coordinating drivers while maintaining customer liaison.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/62001bb7-4611-4b61-903e-d98589c0821a","key_21630","17221e4b-238f-4b6e-9021-30e3ae62cab1","1223","1223.2.1.3","games development manager","gambling development director
gaming development manager
games development director
games project and product development director
gambling project and product development director
gaming project and product development director
gaming development director
gambling project and product development manager
games project and product development manager
gambling development manager
gaming project and product development manager
games development manager","Games development managers supervise and coordinate the creation, development, distribution, and selling of games. They communicate with manufacturers to ensure the production of games.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/6219f0ef-6414-4d01-9221-41ac25dcb409","key_21631","0b15d411-7cf7-4c7a-a5ce-7ec7e661b408","3252","3252.1.1","clinical coder","clinical coder
medical coding officer
clinical records technician
medical coder
clinical coding expert
accredited medical coder
diagnostic coder
accredited clinical coder
clinical coding officer","Clinical coders read patients' medical records. They analyse and interpret medical statements about diseases, injuries and procedures. Clinical coders convert this information into health classification codes in order to calculate treatment reimbursements, to produce statistics and to monitor health care performance.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/621b7aa1-b678-49ee-8caa-91b496f8bc5b","key_21632","80408d63-4676-4437-8af1-224f86da0f51","3331","3331.2.1.25","import export specialist in office furniture","customs compliance specialist in office furniture
international trade compliance specialist in office furniture
import export specialist in office furniture
assistant import specialist in office furniture
graduate import export specialist in office furniture
assistant import export specialist in office furniture
trainee import export specialist in office furniture
graduate import specialist in office furniture
senior export specialist in office furniture
trainee export specialist in office furniture
trainee import specialist in office furniture
senior import export specialist in office furniture
assistant export specialist in office furniture
senior import specialist in office furniture
graduate export specialist in office furniture","Import export specialists in office furniture have and apply deep knowledge of import and export goods including customs clearance and documentation.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/62204bd8-98b5-418f-b189-7333904cbde7","key_21633","a94fad14-308c-4b37-a418-dcaced46a4a3","5164","5164.10","zoo section leader","team leader-great apes
team leader-large mammals
team leader-African section
senior zookeeper
team leader-aquarium
lead zoo keeper
zoo section leader
head of section
section leader
senior zoo keeper
section leader-aquarium
senior keeper
section leader-great apes
senior aquarist
zoo team leader
team leader
zoo section head","Zoo section leaders are responsible for managing and leading a team of zoo keepers. They will carry out daily care and management of animals as well as, in cooperation with colleagues, long term management and organisation of the species and exhibits in their section. They are also accountable for various aspects of staff management for the keepers in their section. Depending on the size of the zoo and animal section they may have additional responsibility for appointing staff and budgeting.   ","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/622b1d5e-bf14-4ec0-b83e-3bfcf8dff624","key_21634","aee81189-6b98-4e7a-87e0-479a69f52857","8113","8113.2","drill operator","drill operator
oil rig driller
rig drill operator
rig driller","Drill operators supervise a team during rigging and drilling operations. They monitor well activity and take measures in case of emergencies.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/622ccd55-910f-483d-8661-44c6162156bf","key_21635","4a542667-8fd3-4a5a-a98d-107a0a585775","2352","2352.1.4","special educational needs itinerant teacher","special educational needs itinerant teacher
special needs peripatetic teacher
special educational needs peripatetic teacher
SEN visiting teacher
visiting teacher for special needs
special educational needs visiting teacher
SEN itinerant teacher
SEN peripatetic teacher","Special educational needs itinerant teachers instruct disabled or sick children in their homes. They are specialised teachers employed by (public) schools to teach those unable to physically attend school, but also to assist the student, the parents and the school in their communication. They also fulfil the function of a social school worker by helping the students and parents with a student's potential behavioural issues and enforce, if necessary, school attendance regulations. In case of a possible physical (re)admission to school, visiting teachers advise the school regarding suitable classroom guidance strategies and advisable teaching methods to support the student and make the transition as agreeable as possible.","","Excludes <a resource=""http://data.europa.eu/esco/occupation/404a50e9-61ce-448d-a695-bbfc697a0727"" typeOf=""http://data.europa.eu/esco/model#Occupation"" href=""http://data.europa.eu/esco/occupation/404a50e9-61ce-448d-a695-bbfc697a0727""><span property=""http://www.w3.org/2000/01/rdf-schema#label"" xml:lang=""en"">government minister</span></a>.
 Excludes people performing religious duties and travel to people's homes.","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/623958d6-775c-4586-b928-86582d9d1b69","key_21636","5d911479-9f6d-42e7-b987-a08437a3e70c","3122","3122.2","food production planner","food production planning expert
food production planner
food production planning specialist
food manufacturing planner","Food production planners prepare production plans, evaluate all the variables in the process and strive to ensure that production objectives be achieved.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/624986f9-21ef-4cdf-8cf6-8407a337ec2f","key_21637","1ef667e9-3b98-4eb8-97b5-cad19b36e1ce","3112","3112.10","surveying technician","land survey technologist
geomatics technician
engineering technician
archaeological field technician
surveyor
agricultural global positioning system mapper
mapping technician
transport engineering technician
survey CAD technician
instrument woman
surveying technician
stereoplotter operator
instrument man
land survey technician
topographic survey technician
survey party chief
survey technician","Surveying technicians carry out technical surveying tasks. They assist surveyors, architects or engineers in surveying related technical tasks such as mapping land, creating construction drawings and operating precise measuring equipment","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/625d316c-2b93-4a9c-ada2-b19efa7c611b","key_21638","245b6239-b5fd-4b3d-b515-f0f7c43f7d40","1324","1324.3.1.6.6","clothing and footwear distribution manager","assistant clothing and footwear distribution manager
clothing and footwear supply chain planner
clothing and footwear logistics planner
senior clothing and footwear distribution manager
clothing and footwear logistics manager
clothing and footwear distribution manager
trainee clothing and footwear distribution manager
clothing and footwear distribution planner
clothing and footwear supply chain manager
graduate clothing and footwear distribution manager","Clothing and footwear distribution managers plan the distribution of clothing and footwear to various points of sales.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/6293a718-3fcd-433f-a010-0899821a51b7","key_21639","196e96f4-a78d-4876-9472-eca99c80a613","3112","3112.1.1","bridge inspector","highway structures inspector
bridgemaster
bridges and structures inspector
bridge inspector
bridge engineer
inspector of bridges
structures inspector","Bridge inspectors inspect bridge structures for joint break, cracks, rust and other faults. They also carry out or organise the maintenance of the structures.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/6296faea-1909-4943-b0e0-662b43ad855d","key_21640","971fd2de-db2b-4f8e-af2e-68677ef4d0ff","3351","3351.3","immigration officer","customs inspector
immigration officer
passport checking officer
immigration official
border force official
immigration guard
customs and excise official
border force officer","Immigration officers monitor the eligibility of people, food, electronic devices and merchandise entering a country via an entry point. They use surveillance methods and check identification and documents to ensure entry criteria and custom laws are complied with. They can also conduct interviews with prospective immigrants to verify eligibility and inspect cargo to identify and detect violations.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/62975936-0853-4a5d-9f59-bf943aca3cc6","key_21641","a0ec163e-6b30-406e-9f2f-6dbde0c207f8","3422","3422.4.6","swimming teacher","swimming and diving teacher
baby swimming teacher
swimming coach
swimming teacher
swimming instructor
senior swimming teacher
education swimming teacher
swimming and diving coach
shaw method swimming teacher
swimming and diving instructor","Swimming teachers train and advise groups or individuals on swimming. They plan trainings and teach different swimming styles such as front crawl, breaststroke and butterfly. They help to improve their students performance. ","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/62979364-6fac-41f2-87ca-202bca19a6ab","key_21642","70fd39cd-0c66-4243-b1eb-380928032dac","3118","3118.3.5","computer-aided design operator","CAM drafter
3D CAM technician
computer aided designer
computer-aided manufacturing draftswoman
CAD design designer
computer-aided design operator
CAD design specialist
computer aided drafting and design technician
CAD design technician
CADD Designer
CAD draughtsman
computer aided design draughtsman
computer-aided manufacturing draftsman
computer aided design technician
CAM equipment operative
3D computer-aided manufacturing technician
CAM draftsman
computer aided drafting and design draftsman
computer aided design designer
computer-aided manufacturing equipment operator
CAM draftswoman
computer-aided manufacturing technician
computer aided manufacturing operator
computer aided industrial manufacturing operator
computer aided design specialist
CAD drafting and design technician
CAD drafting and design draftsman
CAM technician
CAID operator
CAM equipment operator
computer-aided manufacturing drafter
CAM operator
computer-aided manufacturing equipment operative","Computer-aided design operators use computer hardware and software in order to add the technical dimensions to computer aided design drawings. Computer-aided design operators ensure all additional aspects of the created images of products are accurate and realistic. They also calculate the amount of materials needed to manufacture the products. Later the finalised digital design is processed by computer-aided manufacturing machines that produce the finished product.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
"http://data.europa.eu/esco/occupation/62d3f108-ade2-44b5-beeb-d63d0b21268f","key_21643","78083a8f-1b26-4607-9084-5174ec873808","2146","2146.9","mineral processing engineer","mineral processing engineers
senior mineralogist
materials expert
senior metallurgist
surface manager
mineral processing engineer
mineral engineer
senior processing engineer","Mineral processing engineers develop and manage equipment and techniques to successfully process and refine valuable minerals from ore or raw mineral.","","","http://data.europa.eu/esco/regulated-professions/unregulated","escooccupation","false"
